Project,Repo,Bug-Fixing Commit,Changed Files,Can Determine,Bug-Inducing Commits,Num Bug-Inducing,Num Buggy Statements,Token Cost,LLM Calls,Elapsed Time (s)
commons-lang,apache/commons-lang,ed7e9b43494e490a51c25c410b2950005fd685ea,src/java/org/apache/commons/lang/text/StrTokenizer.java,False,,0,0,0,15,102.20
commons-lang,apache/commons-lang,4796a0a79259bbaf4fdab61dd158cb658e6a8d44,,False,,0,0,0,6,40.45
commons-lang,apache/commons-lang,0eb4a8f87f11632535afd3a52ce06bd5606383c3,src/changes/changes.xml,False,dc35ebc48c00fbe45c1a2c4d4ba31fab8cf197a4,1,3,0,12,58.48
commons-lang,apache/commons-lang,462a89b82ee3e5fd5d6f69289297f77df83f689a,src/java/org/apache/commons/lang/StringUtils.java,False,f919d930401b3b1b7d41cf5455f649e6d9708717,1,3,0,27,255.93
commons-lang,apache/commons-lang,0d0061f247b9c28b59b1af7e7a10def74718ac94,src/java/org/apache/commons/lang/NumberUtils.java,False,6627f7ad8fb08d6c23b83d6c9f0a6830e9e7085a,1,3,0,27,250.16
commons-lang,apache/commons-lang,ea8428ab751501f777ec1ae68eec71e64e7a65ad,src/main/java/org/apache/commons/lang3/StringUtils.java,False,b20442f4db4ae48a26d7d8bd0428479989914c76,1,18,0,21,163.90
commons-lang,apache/commons-lang,7c441e87cf371c642ad9d50bfb863ef145b917c7,src/main/java/org/apache/commons/lang3/SystemUtils.java,False,efba54d35fa094de5e580b200a8607bfc7bd5a7a,1,3,0,21,122.15
commons-lang,apache/commons-lang,c8dffbd1617f52a7eec3064aa7e9bdf1e53ae976,src/changes/changes.xml,False,38918c863069a42217d670b8840e863f49a093ea,1,9,0,12,89.22
commons-lang,apache/commons-lang,756b910603ce94ae30e98954676477c14ed1a7d1,src/changes/changes.xml,False,,0,0,0,12,60.76
commons-lang,apache/commons-lang,f4c2ed4995d19c595ec0bf5c49d210df9046fda9,src/main/java/org/apache/commons/lang3/reflect/MethodUtils.java,False,88654b79c92386b7c411f064cc373e7698a49449;46007c151e4cd79891eed4d289ff372ba39d5b8c,2,24,0,33,330.89
commons-lang,apache/commons-lang,c71d0f03dab384f98ef2c0ba0050822fba22a063,src/main/java/org/apache/commons/lang3/reflect/TypeUtils.java,False,0a7381942ca183a63750cdcdcad6a6ac5c9aa95d,1,18,0,21,189.88
commons-lang,apache/commons-lang,c3f5f3204bcc8d62a56ff214e904876b7e7a206f,,False,,0,0,0,18,297.60
commons-lang,apache/commons-lang,0e42c3d9da6d3d0b6e6262223f29f5638a64d315,src/java/org/apache/commons/lang/StringUtils.java,False,,0,0,0,15,101.78
commons-lang,apache/commons-lang,82d76aca8b4d845ed7bc5c74280f089c35447637,,False,,0,0,0,6,37.98
commons-lang,apache/commons-lang,07b7795b336b301def8a7dc6059c8e616ce5582e,src/java/org/apache/commons/lang/enums/ValuedEnum.java,False,,0,0,0,27,376.49
commons-lang,apache/commons-lang,da6569b4a6477399bd36213e6da6ec503c148817,src/java/org/apache/commons/lang/math/LongRange.java;src/java/org/apache/commons/lang/math/IntRange.java,False,,0,0,0,29,300.48
commons-lang,apache/commons-lang,ea3f8ad7740a3e09ce1d969553487441439f6302,src/java/org/apache/commons/lang/Validate.java,False,e51cf4380efe63a1da7d42ab57535ddd695c690f,1,9,0,33,569.68
commons-lang,apache/commons-lang,b426451d7126df9d0a7469cafc9adfafe9f9edde,src/changes/changes.xml,False,893b963cbf6a192c139cde647231deb1b9fde8e1,1,12,0,12,134.94
commons-lang,apache/commons-lang,b16235ad108c4fcdb7117493394d26d2f0faeace,,False,,0,0,0,18,208.33
commons-lang,apache/commons-lang,136c1bc523f34bd6085a37fec0da198f8f18dcd6,pom.xml,False,9fdad2aecdd2474ce11d49238be05c0c10e03e2a,1,15,0,24,112.82
commons-lang,apache/commons-lang,1fe5439baf32af2114958e3cfc3512bd72c84773,src/java/org/apache/commons/lang/text/StrBuilder.java,False,1ae0107b3542815a86879738853d1a079310ae28,1,6,0,33,327.69
commons-lang,apache/commons-lang,08d1f6623678e8cd0b37a9d2d721b95545bcc151,,False,,0,0,0,18,161.98
commons-lang,apache/commons-lang,68fdc0dd671c26ca1314858063c3e8e9c4c2a1e4,,False,,0,0,0,6,45.52
commons-lang,apache/commons-lang,b24ecd60fe9517bef1d6342e479e9bc3d85ef692,src/main/java/org/apache/commons/lang3/SystemUtils.java,False,,0,0,0,27,300.26
commons-lang,apache/commons-lang,2e9f3a80146262511ca7bcdd3411f095dff4951d,src/main/java/org/apache/commons/lang3/builder/EqualsBuilder.java,False,0095d8adf26b9469115b1be0358cb09d1fcb5fd4,1,51,0,33,435.87
commons-lang,apache/commons-lang,3e718fdb1bbca377d6b698d49b1e70ee9834aebb,src/test/org/apache/commons/lang/enums/EnumTest.java;src/test/org/apache/commons/lang/ClassUtilsTest.java;src/test/org/apache/commons/lang/enum/EnumTest.java,False,0fcfcfdc655df66ff4a73984425c297de416bc79;4dcfc2fbb1f5bb475e94bf7ba5cc828416d7c234,2,7,0,46,414.42
commons-lang,apache/commons-lang,0f2e42d6ee0b19a50776f3e44e4eb8dbbf0345cd,build.xml,False,f0702988692298d7199d62cb4ab562e87136cb2f,1,3,0,24,129.54
commons-lang,apache/commons-lang,b01434196523fc67daa5d9379c4465b68961fd53,src/java/org/apache/commons/lang/RandomStringUtils.java,False,c79adcc3f0b99cb838155909a989fbd7bd71e600;43db5237ab2a2dbc3a79daed10499bb4dbf92a4e,2,15,0,33,429.85
commons-lang,apache/commons-lang,ce5296c1208740ab16041a3de8031f9df0fe4bfb,,False,,0,0,0,6,33.55
commons-lang,apache/commons-lang,859224ffadb79147088840732236c1fad341d842,,False,,0,0,0,18,234.01
commons-lang,apache/commons-lang,4fc5c6b35c1ca02fb0e876d54342c66196aac846,src/main/java/org/apache/commons/lang3/time/StopWatch.java,False,b16235ad108c4fcdb7117493394d26d2f0faeace;9d566ec1e446d03a34cc3e719eaf6cd6f45eb247,2,39,0,33,573.89
commons-lang,apache/commons-lang,857e0de49293083aae6d3e6c6b76ec0755b1d0fa,RELEASE-NOTES.txt,False,86f011d16cd232e6f7fe01b02723f0ea9e2fb2d3,1,3,0,12,40.94
commons-lang,apache/commons-lang,56550bf2779990da78d2bac1d8287c8a693c6e4b,,False,,0,0,0,18,256.83
commons-lang,apache/commons-lang,f746c508d197c3662509037e8975a2a58b847689,src/main/java/org/apache/commons/lang3/JavaVersion.java,False,5932b497702149879135420df83ea701e2ea1718;a618b844c5a261ced37385ab3947de6e215d46f7,2,9,0,21,135.76
commons-lang,apache/commons-lang,c8c7a0c491f3b18f086f10809ffb11ab7f02db52,src/main/java/org/apache/commons/lang3/text/translate/EntityArrays.java,False,c404121979002fca1140b90fb909157549de286f,1,15,0,21,169.75
commons-lang,apache/commons-lang,643302af8c0e10ed7ee1d9ca3c60fa0f61eaaf08,,False,,0,0,0,18,263.19
commons-lang,apache/commons-lang,491a1d6e885c8e13d355b465942c2c6bdf1ed735,src/main/java/org/apache/commons/lang3/StringUtils.java,False,899e67f0de51deef0b4a826ed3c484fe710deb46;9a5da72bbfa659d2c4897f4454ddd8ceef13a8e3,2,21,0,21,142.98
commons-lang,apache/commons-lang,7337507a796ed6717feb87f4e9829467872c1741,src/main/java/org/apache/commons/lang3/concurrent/Computable.java,False,c0c7112dcdeb75b521d55cd47d0c61be66b0499e,1,6,0,21,73.73
commons-lang,apache/commons-lang,29f958d055e79e7b94379238f7da54c7a539f981,src/main/java/org/apache/commons/lang3/exception/UncheckedInterruptedException.java;src/main/java/org/apache/commons/lang3/exception/UncheckedIllegalAccessException.java;src/main/java/org/apache/commons/lang3/exception/UncheckedException.java;src/main/java/org/apache/commons/lang3/exception/UncheckedReflectiveOperationException.java,False,9d40f8a5a7aa92664bbae2a90ad7bd0cd0edffb7;5afd54ce6754de7963563ce755ff3cbeb5d5aed3,2,10,0,43,422.53
commons-lang,apache/commons-lang,9a40cd0194737f1e036b2400e4049c910278d5eb,,False,,0,0,0,6,90.89
commons-lang,apache/commons-lang,73a8fba6fb23af45ee77f52f33bb8d791a9caa05,src/main/java/org/apache/commons/lang3/StringUtils.java,False,f291dea74fff3a2efe5b1fc0fdbadf57c5ac51a4,1,15,0,33,345.44
commons-lang,apache/commons-lang,f070987f5d81f07662bd3430c59728d240ff18f8,,False,,0,0,0,6,49.67
commons-lang,apache/commons-lang,a2dce32cdab108e7e281dfc27dd0a394e1419ce1,,False,,0,0,0,18,196.53
commons-lang,apache/commons-lang,b66db6a04d5991a630bbda5d946c738e3d128ee1,src/main/java/org/apache/commons/lang3/Strings.java,False,6941f81cd321a61217a687c0077fcd0d0a3044a2,1,6,0,21,97.64
commons-lang,apache/commons-lang,62f2412f14b500b10eb8619edec69198a98c7b84,src/test/java/org/apache/commons/lang3/StringEscapeUtilsTest.java,False,,0,0,0,15,151.00
commons-lang,apache/commons-lang,c477140acaa10ad56c203dfc8209f657091f3a3d,,False,,0,0,0,18,211.10
commons-lang,apache/commons-lang,b55d278cce19df99fd50f2ae800c5de2fc0991f7,,False,,0,0,0,18,166.13
commons-lang,apache/commons-lang,68c6547d0cc71c538a52b81f0ef3af69b9d80085,src/java/org/apache/commons/lang/StringUtils.java,False,976c15d1a388774a01634e4f639ffe0bd5e78ab6,1,3,0,21,191.66
commons-lang,apache/commons-lang,c9360b3db851fb03f82b875d109458ed8186b4d9,src/changes/changes.xml,False,,0,0,0,12,52.38
commons-lang,apache/commons-lang,16120b386c60ad4385ae66329d4d14b9eb9dc22c,src/java/org/apache/commons/lang/time/DateUtils.java,False,228957a0e4558d572d3b8c2f24083bd45ebbb7c5,1,3,0,27,1283.57
commons-lang,apache/commons-lang,1cc66e3095828e364dd87721cf8b42636e35f011,src/java/org/apache/commons/lang/BooleanUtils.java,False,f6a7697d25192411ef3059d9ef460f262467a3d0,1,6,0,21,112.16
commons-lang,apache/commons-lang,944f642f0b5266c801d53657c93c7ea7780f3f37,,False,,0,0,0,18,251.09
commons-lang,apache/commons-lang,220e829b704c7dbdc57b0f5aad4aa73717e59e11,,False,,0,0,0,18,245.36
commons-lang,apache/commons-lang,1d5c03fac601d6ce291c3fe3e5e51a11881e2fc0,src/java/org/apache/commons/lang/time/DurationFormatUtils.java,False,177d40989f45197fd9f9669f4eeb6033b73bc16e,1,12,0,33,232.47
commons-lang,apache/commons-lang,8cd2339a9788cf2c6e44b6761d3a19259fbe1df3,src/main/java/org/apache/commons/lang3/StringUtils.java,False,5292526e476ffbb19c6613a98464054236c86ace,1,3,0,33,473.00
